State,Year,Coal,Natural gas,Petroleum,Nuclear,Total renewable energy,TotalEnergy,PercentRenewable,PercentNonRenewable
OH,1978,1622430,950973,1369852,26533,69599,4039387,1.7230089615082684,98.27699103849173
OK,1978,43718,788658,482959,0,25164,1340499,1.8772113966515453,98.12278860334845
OR,1978,4672,90025,360125,17104,186895,658821,28.368099984669584,71.63190001533042
PA,1978,1572452,688256,1713648,244304,85255,4303915,1.9808709047460278,98.01912909525397
RI,1978,123,23339,132150,0,6550,162162,4.039170705837373,95.96082929416262
SC,1978,192321,121336,416663,212875,61587,1004782,6.129389260556021,93.87061073944398
SD,1978,38551,35395,110390,0,25337,209673,12.084054694691257,87.91594530530874
TN,1978,564711,189201,610104,0,102006,1466022,6.958012908401102,93.0419870915989
TX,1978,418438,4329773,4145601,0,78861,8972673,0.8789019726897436,99.12109802731025
UT,1978,143943,113322,216782,0,6995,481042,1.4541349819766258,98.54586501802338
VA,1978,170626,136935,878353,154249,77458,1417621,5.463942760441613,94.53605723955839
VT,1978,477,3819,78180,35456,14431,132363,10.902593625106714,89.09740637489328
WA,1978,84724,133338,621666,45301,384391,1269420,30.28083691764743,69.71916308235257
WI,1978,296054,375286,605891,128208,74303,1479742,5.021348316125379,94.97865168387462
WV,1978,785705,156607,224998,0,20827,1188137,1.7529123325003766,98.24708766749963
WY,1978,228079,79758,169839,0,5948,483624,1.22988106462872,98.77011893537129
US,1978,13769684,20067662,37919119,3024126,3014948,77795539,3.875476715959253,96.12452328404075
AK,1979,4182,157236,127623,0,7550,296591,2.5455930894733827,97.45440691052661
AL,1979,670208,291485,491310,240321,108365,1801689,6.01463404616446,93.98536595383554
AR,1979,31728,255010,358872,42139,57348,745097,7.6967159980512605,92.30328400194874
AZ,1979,246230,180580,345796,0,33049,805655,4.102128082119518,95.89787191788048
CA,1979,68565,1900357,3733951,95320,297376,6095569,4.87856014754324,95.12143985245676
CO,1979,238041,260824,340605,2316,21984,863770,2.5451219653379953,97.454878034662
CT,1979,1070,68752,533199,138231,26157,767409,3.4084823086515796,96.59151769134841
DC,1979,2889,30129,57506,0,210,90734,0.23144576454250887,99.76855423545749
DE,1979,23914,25758,191828,0,8729,250229,3.488404621366828,96.51159537863317
FL,1979,202251,357014,1629347,167438,67748,2423798,2.7951174149000866,97.20488258509991
GA,1979,469598,324478,742459,55429,118391,1710355,6.922013266251743,93.07798673374826
HI,1979,0,0,255346,0,634,255980,0.24767559965622316,99.75232440034378
IA,1979,219445,292191,425775,31432,12715,981558,1.2953895745335477,98.70461042546646
ID,1979,11856,56792,135383,0,50115,254146,19.718980428572554,80.28101957142745
IL,1979,845402,1170615,1679342,298772,63724,4057855,1.57038632479475,98.42961367520525
IN,1979,1171644,499345,850765,0,48814,2570568,1.8989577400792355,98.10104225992076
KS,1979,147482,571266,439116,0,7903,1165767,0.6779227753058716,99.32207722469413
KY,1979,609287,220854,502174,0,55181,1387496,3.9770204742932593,96.02297952570675
LA,1979,2518,2051384,1875478,0,44717,3974097,1.1252115889471244,98.87478841105288
MA,1979,4632,157883,990909,66113,71256,1290793,5.520327426628437,94.47967257337156
MD,1979,240709,179631,600818,105240,51121,1177519,4.341416147000601,95.6585838529994
ME,1979,778,2162,223074,48928,57535,332477,17.304956433076573,82.69504356692343
MI,1979,758928,880367,1038344,164699,64810,2907148,2.229332665554007,97.77066733444599
MN,1979,229460,332631,567901,125146,47583,1302721,3.6525856265462826,96.34741437345372
MO,1979,512505,340138,658767,0,48307,1559717,3.097164421494412,96.90283557850559
MS,1979,59765,260547,451900,0,37510,809722,4.632454101531143,95.36754589846886
MT,1979,63407,69114,186730,0,47605,366856,12.976481235144036,87.02351876485596
NC,1979,558638,133751,735741,74080,136690,1638900,8.340350234913661,91.65964976508634
ND,1979,148077,29236,136221,0,9896,323430,3.059703799894877,96.94029620010512
NE,1979,77604,168959,224645,94196,8184,573588,1.4268080922195026,98.5731919077805
NH,1979,29080,8699,137488,0,25139,200406,12.544035607716335,87.45596439228366
NJ,1979,59195,269934,1317117,71918,45068,1763232,2.5559880945899347,97.44401190541006
NM,1979,152939,223092,214617,0,9451,600099,1.5749068070435044,98.4250931929565
NV,1979,99307,85539,138630,0,7890,331366,2.381052974656422,97.61894702534357
NY,1979,315174,633562,2382107,201340,184538,3716721,4.965075398449332,95.03492460155067
OH,1979,1668432,920390,1384084,34412,74626,4081944,1.8281975450912604,98.17180245490874
OK,1979,60391,844294,465726,0,30683,1401094,2.189931582035181,97.81006841796481
OR,1979,4679,97905,363933,48900,179986,695403,25.882258201359498,74.1177417986405
PA,1979,1756262,756079,1621351,204484,98356,4436532,2.2169568482769875,97.783043151723
RI,1979,122,27526,115620,0,7101,150369,4.722382937972587,95.27761706202742
SC,1979,206761,121479,391960,198220,64051,982471,6.519378180119311,93.48062181988068
SD,1979,35473,25611,118250,0,23678,203012,11.663349949756665,88.33665005024334
TN,1979,542302,233860,566792,0,121834,1464788,8.317517620297272,91.68248237970273
TX,1979,587642,4131399,4561292,0,81375,9361708,0.8692324092996705,99.13076759070033
UT,1979,170907,120980,213386,0,8068,513341,1.5716648387718886,98.4283351612281
VA,1979,213734,136958,886409,76758,84470,1398329,6.040781532815239,93.95921846718475
VT,1979,595,4398,71419,37521,15888,129821,12.238389782854854,87.76161021714515
WA,1979,99003,165950,621007,39301,348746,1274007,27.3739469249384,72.62605307506159
WI,1979,321063,372258,564808,113175,76956,1448260,5.313686768950326,94.68631323104967
WV,1979,828830,152059,234025,0,25324,1240238,2.0418661579471036,97.9581338420529
WY,1979,268946,87157,174797,0,6595,537495,1.226988158029377,98.77301184197063
US,1979,15041652,20687615,37075744,2775827,3131030,78711868,3.977837243044467,96.02216275695554
AK,1980,4310,153805,129309,0,4562,291986,1.562403676888618,98.43759632311138
AL,1980,661023,278342,450362,256310,173134,1819171,9.517192171599042,90.48280782840096
AR,1980,36648,273987,299725,85438,58173,753971,7.715548741264584,92.28445125873542
AZ,1980,244994,173970,301281,0,51394,771639,6.6603683846980255,93.33963161530197
CA,1980,66170,1890887,3477280,53665,272059,5760061,4.723196507814761,95.27680349218524
CO,1980,247615,244771,327783,7273,16606,844048,1.9674236536310732,98.03257634636893
CT,1980,364,74033,502250,129094,41962,747703,5.612121390445137,94.38787860955486
DC,1980,3284,27950,47702,0,2849,81785,3.4835238735709484,96.51647612642905
DE,1980,28063,30783,184800,0,2472,246118,1.0043962652061207,98.99560373479387
FL,1980,225457,329567,1650717,182563,88551,2476855,3.5751386334686526,96.42486136653135
GA,1980,521518,325263,692211,92015,113186,1744193,6.489304795971547,93.51069520402845
HI,1980,0,0,249539,0,12205,261744,4.6629531144935505,95.33704688550645
IA,1980,234425,270333,350023,27955,51956,934692,5.558622519503751,94.44137748049624
ID,1980,9610,51646,112680,0,47085,221021,21.303405558747812,78.69659444125219
IL,1980,844481,1076174,1447866,302604,91400,3762525,2.4292197394037247,97.57078026059628
IN,1980,1156965,482288,742766,0,52835,2434854,2.1699453026752322,97.83005469732477
KS,1980,191574,481990,372660,0,9030,1055254,0.8557181493744634,99.14428185062553
KY,1980,641685,204062,481043,0,35315,1362105,2.592678244335055,97.40732175566494
LA,1980,2456,1862179,1859619,0,64707,3788961,1.7077768813139012,98.2922231186861
MA,1980,22845,169897,910027,35255,71392,1209416,5.903014347420573,94.09698565257942
MD,1980,235710,162955,532945,119409,36966,1087985,3.3976571368171435,96.60234286318286
ME,1980,3008,2162,198340,48040,104264,355814,29.30295041791498,70.69704958208503
MI,1980,759026,874651,906659,173339,94669,2808344,3.370990163598192,96.6290098364018
MN,1980,242420,284941,498349,109374,49308,1184392,4.163148687258948,95.83685131274105
MO,1980,531438,322842,560667,0,26988,1441935,1.8716516347824277,98.12834836521758
MS,1980,74997,270909,382612,0,38097,766615,4.96950881472447,95.03049118527552
MT,1980,60228,61453,163682,0,45088,330451,13.644382979624815,86.35561702037518
NC,1980,624696,155149,658887,62997,97637,1599366,6.104731499856818,93.89526850014319
ND,1980,163322,23830,126840,0,11023,325015,3.3915357752719104,96.6084642247281
NE,1980,93942,159483,189490,63082,10460,516457,2.0253380242692036,97.9746619757308
NH,1980,29275,8874,133609,0,25219,196977,12.803017611193185,87.19698238880682
NJ,1980,68692,341149,1249507,83192,50354,1792894,2.808531904284358,97.19146809571563
NM,1980,202870,231330,201366,0,5566,641132,0.8681519562274227,99.13184804377258
NV,1980,93216,62016,147127,0,10855,313214,3.4656816106559734,96.53431838934402
NY,1980,313708,752573,2135731,210259,219986,3632257,6.056454705710527,93.94354529428948
OH,1980,1528107,841059,1301153,23115,107332,3800766,2.8239570654967974,97.1760429345032
OK,1980,106346,738931,442550,0,15685,1303512,1.203287733446259,98.79671226655374
OR,1980,12102,82324,334332,58844,190297,677899,28.07158588521299,71.92841411478702
PA,1980,1636051,789585,1436379,131893,131704,4125612,3.1923506136786495,96.80764938632134
RI,1980,165,27948,102801,0,7279,138193,5.267271135296289,94.73272886470372
SC,1980,245769,146846,351306,189846,50083,983850,5.090511765004828,94.90948823499517
SD,1980,36564,24020,101874,0,23189,185647,12.490910168222486,87.50908983177752
TN,1980,576894,233323,501001,5660,99231,1416109,7.007299579340291,92.99270042065972
TX,1980,734145,4226105,4451936,0,58988,9471174,0.6228161366267794,99.37718386337322
UT,1980,168254,124990,200325,0,7295,500864,1.4564831970355225,98.54351680296448
VA,1980,231849,160886,737949,125071,79350,1335105,5.943352770006854,94.05664722999315
VT,1980,537,3951,61631,32497,17207,115823,14.856289338041668,85.14371066195834
WA,1980,90956,135451,594767,22269,371848,1215291,30.597445385508493,69.4025546144915
WI,1980,327310,354670,474923,108111,172558,1437572,12.003433567153506,87.99656643284649
WV,1980,857779,147624,217628,0,15651,1238682,1.2635204192843683,98.73647958071564
WY,1980,268122,72982,173524,0,6519,521147,1.2508946611992393,98.74910533880076
US,1980,15460982,20226934,34159533,2739169,3441570,76028188,4.526702648759694,95.4732973512403
AK,1981,12521,122214,135710,0,5060,275505,1.8366272844412987,98.16337271555871
AL,1981,629957,281022,444499,260780,170843,1787101,9.55978425393976,90.44021574606023
AR,1981,101935,265043,289016,100093,59550,815637,7.301042007657818,92.69895799234219
AZ,1981,319438,192208,284450,0,44681,840777,5.314250984505999,94.685749015494
CA,1981,78401,1947370,3210880,35367,254048,5526066,4.5972668440804,95.4027331559196
CO,1981,278732,201432,301714,8261,18903,809042,2.336467080819043,97.66353291918095
CT,1981,904,77126,436491,139788,41128,695437,5.913979267712244,94.08602073228775
DC,1981,2406,29428,40354,0,2312,74500,3.1033557046979867,96.89664429530201
DE,1981,50618,31576,138619,0,2006,222819,0.9002822919050889,99.09971770809491
FL,1981,236471,357470,1624227,159362,82431,2459961,3.3509067826685057,96.6490932173315
GA,1981,552108,325103,652903,79799,106352,1716265,6.196712046216639,93.80328795378337
HI,1981,0,0,223133,0,13019,236152,5.51297469426471,94.48702530573529
IA,1981,252126,253927,328458,24309,57265,916085,6.251057489206787,93.74894251079321
ID,1981,9801,48107,98602,0,48758,205268,23.75333710076583,76.24666289923417
IL,1981,796603,1053097,1264078,325199,99380,3538357,2.808648194628185,97.19135180537181
IN,1981,1150611,487854,683466,0,55600,2377531,2.3385604646164446,97.66143953538355
KS,1981,212932,422564,335099,0,8429,979024,0.8609594861821569,99.13904051381785
KY,1981,663926,202235,432910,0,36864,1335935,2.7594156901346247,97.24058430986537
LA,1981,23727,1847639,1843551,0,68263,3783180,1.8043814991620806,98.19561850083792
MA,1981,26644,165351,849197,47766,70179,1159137,6.0544180713755145,93.94558192862449
MD,1981,210368,177238,496635,127095,35409,1046745,3.382772308441884,96.61722769155811
ME,1981,3141,2288,194633,57488,109699,367249,29.87046935457959,70.12953064542042
MI,1981,757492,811399,817824,188239,100139,2675093,3.7433838748783685,96.25661612512162
MN,1981,244190,264845,450175,112360,50015,1121585,4.459314273996175,95.54068572600383
MO,1981,536042,287706,535243,0,25816,1384807,1.8642309000459991,98.135769099954
MS,1981,82948,249062,352407,0,41070,725487,5.661024939109867,94.33897506089014
MT,1981,62539,53029,143907,0,51267,310742,16.498252569655858,83.50174743034414
NC,1981,655284,154283,611184,68894,87649,1577294,5.5569221717701325,94.44307782822986
ND,1981,172400,35457,126589,0,10128,344574,2.939281547650142,97.06071845234986
NE,1981,98584,133481,176315,66048,9686,484114,2.000768414051236,97.99923158594876
NH,1981,24226,9709,122799,0,26492,183226,14.458646698612643,85.54135330138736
NJ,1981,75464,391491,1159200,128776,56051,1810982,3.0950611325788993,96.9049388674211
NM,1981,196933,205433,213772,0,7112,623250,1.141115122342559,98.85888487765745
NV,1981,112197,78744,130637,0,9627,331205,2.906659017828837,97.09334098217116
NY,1981,308653,770856,1909639,192412,231595,3413155,6.785364274403008,93.21463572559699
OH,1981,1534900,818902,1199908,48607,112984,3715301,3.041045664940741,96.95895433505926
OK,1981,157728,694455,435481,0,15983,1303647,1.2260220749942277,98.77397792500577
OR,1981,25826,78887,333667,70856,202366,711602,28.43808758266559,71.56191241733441
PA,1981,1495944,791190,1297668,157462,143018,3885282,3.6810198075712393,96.31898019242875
RI,1981,192,28873,92461,0,6648,128174,5.186699330597469,94.81330066940254
SC,1981,266523,145000,332406,191120,43459,978508,4.441353570946788,95.55864642905321
SD,1981,36204,22076,92817,0,21281,172378,12.345542934713247,87.65445706528675
TN,1981,565947,227063,492503,51886,95001,1432400,6.632295448198827,93.36770455180117
TX,1981,858514,4052341,4267534,0,62452,9240841,0.675825934024836,99.32417406597516
UT,1981,175686,109703,168355,0,8001,461745,1.73277458337394,98.26722541662606
VA,1981,264301,154925,648378,196535,76702,1340841,5.7204396345278825,94.27956036547212
VT,1981,1030,4352,58643,39362,17764,121151,14.66269366327971,85.33730633672029
WA,1981,90872,131176,600871,22523,414784,1260226,32.91346155372132,67.08653844627868
WI,1981,327327,327529,439877,107201,181562,1383496,13.123420667641973,86.87657933235802
WV,1981,877497,154468,205098,0,14349,1251412,1.1466247726568068,98.8533752273432
WY,1981,318915,72895,160096,0,6204,558110,1.111608822633531,98.88839117736647
US,1981,15937724,19749623,31884079,3007589,3519386,74098401,4.749611263541301,95.2503887364587
AK,1982,13182,237881,149249,0,4791,405103,1.1826621871474663,98.81733781285253
AL,1982,511059,253391,440359,306734,189979,1701522,11.165239121210305,88.8347608787897
AR,1982,125193,227389,281576,82852,62820,779830,8.05560186194427,91.94439813805573
AZ,1982,336245,142323,278455,0,45570,802593,5.677846679450232,94.32215332054977
CA,1982,69415,1765171,2874156,41357,315009,5065108,6.219196115857747,93.78080388414226
CO,1982,276433,216115,308533,6299,20424,827804,2.4672507018569614,97.53274929814305
CT,1982,763,79253,435008,150866,38869,704759,5.515218677590496,94.4847813224095
DC,1982,3064,29731,45763,0,3654,82212,4.444606626769815,95.55539337323019
DE,1982,47947,28694,121917,0,3170,201728,1.5714229060913705,98.42857709390863
FL,1982,240178,339099,1416264,213919,103685,2313145,4.482425442417142,95.51757455758286
GA,1982,535439,303335,642879,73144,118157,1672954,7.062776382375128,92.93722361762487
HI,1982,1149,0,203563,0,12747,217459,5.861794637149991,94.13820536285
IA,1982,243876,238917,339038,25126,60441,907398,6.660913953965074,93.33908604603492
ID,1982,10358,42849,96011,0,55635,204853,27.158499021249384,72.84150097875062
IL,1982,778512,996628,1167292,305891,107560,3355883,3.2051176992761667,96.79488230072383
IN,1982,1007163,471776,638602,0,56082,2173623,2.580116239108622,97.41988376089138
KS,1982,212511,400519,337084,0,10346,960460,1.0771921787476835,98.92280782125232
KY,1982,626978,191042,429833,0,45977,1293830,3.5535580408554446,96.44644195914455
LA,1982,64251,1629186,1680330,0,69667,3443434,2.023183833347757,97.97681616665224
MA,1982,89641,181781,798283,46212,64869,1180786,5.493713509475891,94.5062864905241
MD,1982,217256,159832,472074,114555,42156,1005873,4.190986337241381,95.80901366275862
ME,1982,6935,2686,230398,50097,106183,396299,26.793658323639473,73.20634167636052
MI,1982,711387,762073,745764,166124,100602,2485950,4.046823146080975,95.95317685391902
MN,1982,212528,263011,467279,112911,51883,1107612,4.684221550506856,95.31577844949314
MO,1982,523817,282312,543957,0,32293,1382379,2.336045324762601,97.66395467523739
MS,1982,100518,276666,314441,0,44643,736268,6.063417125285901,93.9365828747141
MT,1982,48650,52782,130099,0,49784,281315,17.69688783036809,82.3031121696319
NC,1982,622104,146759,600316,101057,105279,1575515,6.682195980361977,93.31780401963802
ND,1982,198916,29003,122775,0,11878,362572,3.276038966053639,96.72396103394637
NE,1982,96746,135550,184673,96917,11203,525089,2.133543075554811,97.86645692444519
NH,1982,27624,9686,114853,0,24959,177122,14.091417215252763,85.90858278474724
NJ,1982,78375,377216,1191430,155455,50775,1853251,2.7397799866289025,97.2602200133711
NM,1982,225549,213347,187749,0,7482,634127,1.1798898327937464,98.82011016720625
NV,1982,146479,49889,128355,0,8714,333437,2.613387236569427,97.38661276343058
